File Size(MB),Number of segment,c distribution,delta,Theoretical redundancy,Actual redundancy,reed solomon,GC content per strand,Number of backtrack,Total DNA sequence,Theoretical DNA sequence,Average degree,Single degree droplets,Sequence discarded,Decoded status,decoding cross checked,Insertion percentage,Mutation Percentage,deletion percentage,strand deletion percentage,Total mutation,Total deletion,Total Insertion,Total Strand deletion,Error concentrated in start and end,Encoding time,Decoding time,Information density (bits/nt),Total affected sequence for insertion error, total affected sequence for deletion error,Total affected sequence for mutation error,Percentage of affected sequence for insertion error, Percentage of affected sequence for mutation error, percentage of affected sequence for deletion error,Sequence affected by all kinds of error,Percentage of sequence affected by all kinds of error
29.0,950272,0.025,0.001,0.15,15.0,2,0.0,62918500,1092812,1092813,0.0,562,125837,1,1,0.04,0.026666666666666665,0.017777777777777778,0,29141,19427,43712,0,1,1051.9647493362427,334.18565487861633,0.9763546430451336,42788,19256,28784,3.92,2.63,1.76,88478,8.1
29.0,950272,0.025,0.001,0.15,15.0,2,0.0,62918500,1092812,1092813,0.0,562,125837,1,1,0.04,0.022222222222222223,0.026666666666666665,0,24284,29141,43712,0,1,1051.9647493362427,339.0804305076599,0.9763546430451336,42852,28755,24061,3.92,2.2,2.63,93056,8.52
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0,0,0,0,0,0,0,0,1,1090.9684398174286,348.7601387500763,0.9763539282990084,0,0,0,0.0,0.0,0.0,0,0.0
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0.0044444444444444444,0.04,0.022222222222222223,0,45219,25122,5024,0,0,1090.9684398174286,352.6745538711548,0.9763539282990084,5015,24841,44329,0.44,3.92,2.2,72900,6.45
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0.013333333333333332,0.035555555555555556,0.0044444444444444444,0,40195,5024,15073,0,0,1090.9684398174286,355.24603152275085,0.9763539282990084,14963,5015,39468,1.32,3.49,0.44,58720,5.19
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0.03111111111111111,0.04,0.0044444444444444444,0,45219,5024,35170,0,1,1090.9684398174286,346.34449195861816,0.9763539282990084,34615,5011,44276,3.06,3.92,0.44,82184,7.27
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0.035555555555555556,0.04,0.022222222222222223,0,45219,25122,40195,0,1,1090.9684398174286,354.31810235977173,0.9763539282990084,39469,24854,44298,3.49,3.92,2.2,105334,9.32
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0.022222222222222223,0.03111111111111111,0.013333333333333332,0,35170,15073,25122,0,1,1090.9684398174286,351.36765027046204,0.9763539282990084,24870,14973,34623,2.2,3.06,1.32,72914,6.45
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0.026666666666666665,0.035555555555555556,0.026666666666666665,0,40195,30146,30146,0,0,1090.9684398174286,351.17354249954224,0.9763539282990084,29730,29736,39495,2.63,3.49,2.63,96235,8.51
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0.013333333333333332,0.022222222222222223,0.026666666666666665,0,25122,30146,15073,0,0,1090.9684398174286,344.90020060539246,0.9763539282990084,14992,29751,24848,1.33,2.2,2.63,68218,6.03
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0.0,0.008888888888888889,0.0044444444444444444,0,10048,5024,0,0,1,1090.9684398174286,346.67708802223206,0.9763539282990084,0,5004,10009,0.0,0.89,0.44,14975,1.32
30.0,983040,0.025,0.001,0.15,15.0,2,0.0,64941500,1130496,1130496,0.0,570,129883,1,1,0.022222222222222223,0.017777777777777778,0.008888888888888889,0,20097,10048,25122,0,0,1090.9684398174286,347.44226121902466,0.9763539282990084,24821,10009,19931,2.2,1.76,0.89,53887,4.77
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0,0,0,0,0,0,0,0,1,1112.1063630580902,356.25009536743164,0.9763540954572827,0,0,0,0.0,0.0,0.0,0,0.0
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0.0044444444444444444,0.03111111111111111,0.008888888888888889,0,36343,10383,5191,0,1,1112.1063630580902,359.1848077774048,0.9763540954572827,5175,10340,35776,0.44,3.06,0.89,50776,4.35
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0.017777777777777778,0.026666666666666665,0.0,0,31151,0,20767,0,0,1112.1063630580902,359.6971755027771,0.9763540954572827,20585,0,30768,1.76,2.63,0.0,50832,4.35
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0.0,0.03111111111111111,0.026666666666666665,0,36343,31151,0,0,0,1112.1063630580902,357.2445080280304,0.9763540954572827,0,30778,35817,0.0,3.07,2.63,65660,5.62
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0.0044444444444444444,0.035555555555555556,0.017777777777777778,0,41535,20767,5191,0,1,1112.1063630580902,361.90321159362793,0.9763540954572827,5182,20597,40773,0.44,3.49,1.76,65525,5.61
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0.035555555555555556,0.035555555555555556,0.026666666666666665,0,41535,31151,41535,0,1,1112.1063630580902,364.7418029308319,0.9763540954572827,40792,30726,40810,3.49,3.49,2.63,108795,9.31
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0.04,0.035555555555555556,0.013333333333333332,0,41535,15575,46727,0,1,1112.1063630580902,363.77259635925293,0.9763540954572827,45826,15485,40793,3.92,3.49,1.33,99295,8.5
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0.03111111111111111,0.022222222222222223,0.035555555555555556,0,25959,41535,36343,0,0,1112.1063630580902,355.9320185184479,0.9763540954572827,35786,40792,25655,3.06,2.2,3.49,99269,8.5
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0.0044444444444444444,0.017777777777777778,0.035555555555555556,0,20767,41535,5191,0,1,1112.1063630580902,362.40958404541016,0.9763540954572827,5178,40770,20583,0.44,1.76,3.49,65553,5.61
31.0,1015808,0.025,0.001,0.15,15.0,2,0.0,66806500,1168179,1168180,0.0,570,133613,1,1,0.0,0.017777777777777778,0.026666666666666665,0,20767,31151,0,0,0,1112.1063630580902,359.5938730239868,0.9763540954572827,0,30697,20585,0.0,1.76,2.63,50769,4.35
32.0,1048576,0.025,0.001,0.15,15.0,2,0.0,69371000,1205862,1205863,0.0,571,138742,1,1,0,0,0,0,0,0,0,0,1,1161.5417218208313,377.51559352874756,0.9763542521682167,0,0,0,0.0,0.0,0.0,0,0.0
32.0,1048576,0.025,0.001,0.15,15.0,2,0.0,69371000,1205862,1205863,0.0,571,138742,1,1,0.0044444444444444444,0.0,0.0,0,0,0,5359,0,1,1161.5417218208313,376.8619167804718,0.9763542521682167,5347,0,0,0.44,0.0,0.0,5347,0.44
